lighting_percent,crowd_level,police_proximity_m,open_stores_count,historical_crime_rate,safety_score
89.35,60.08,249.4,2,2.19,62.3
90.26,15.78,4157.1,2,0.96,40.7
27.68,19.7,2508.4,0,5.06,8.4
65.25,62.67,3245.1,23,3.63,54.5
17.89,78.21,2116.3,12,6.5,36.6
45.24,36.45,1793.0,9,4.54,44.0
74.2,58.58,1188.8,5,4.39,53.8
69.35,20.36,3875.6,10,5.53,34.7
66.22,33.02,3508.2,7,1.16,53.6
35.43,6.82,1867.6,18,5.79,28.5
44.02,74.14,1673.5,10,4.2,48.1
19.27,41.09,106.1,5,6.99,24.1
74.71,78.45,411.4,11,1.27,74.3
55.35,68.75,3154.0,17,2.63,49.3
73.79,79.59,2621.6,2,8.08,30.4
32.4,30.71,2230.5,12,4.75,33.1
39.2,21.66,4154.8,3,7.91,5.0
40.08,92.47,2569.1,8,5.89,40.9
12.32,69.56,1984.0,15,7.88,28.5
40.69,80.06,890.2,11,2.77,58.9
82.3,6.18,4121.4,19,0.86,52.3
90.76,36.9,2923.6,6,6.84,38.3
56.64,71.85,553.1,11,6.86,50.1
51.0,12.02,3279.6,7,5.3,28.0
12.77,56.06,2182.8,20,4.97,31.3
89.13,43.62,4075.8,14,7.79,39.1
11.17,6.59,4602.7,1,1.58,5.0
95.03,26.24,3042.3,10,5.28,44.9
54.03,30.63,3684.9,23,0.52,51.4
40.77,15.07,377.3,20,1.28,49.2
93.18,61.84,2845.3,4,3.77,50.2
12.2,26.82,3801.2,22,7.0,9.1
62.33,29.99,2534.1,5,6.26,32.2
59.4,85.84,3008.4,18,8.28,36.4
29.74,47.04,4504.8,13,0.48,44.4
48.6,40.29,1070.7,6,3.3,47.3
68.7,70.15,581.4,11,1.43,74.5
75.44,86.87,3484.2,16,0.41,73.5
10.06,7.25,4132.0,3,2.32,7.3
94.32,45.34,4267.4,19,2.15,61.8
24.81,59.97,3244.1,21,3.63,36.7
31.02,33.67,4182.7,21,1.28,33.2
33.71,74.52,3533.3,9,4.2,41.4
13.4,92.43,528.1,23,7.83,40.7
21.07,89.91,3834.0,0,6.38,13.6
98.77,28.94,978.9,22,7.17,58.2
38.37,25.37,1259.4,3,6.86,17.5
20.38,91.17,2033.8,12,3.37,49.5
19.63,46.28,1641.4,5,6.06,22.5
74.75,23.75,1676.1,14,6.44,40.5
86.91,68.63,929.4,13,1.83,76.0
33.13,30.6,1540.0,24,7.33,24.3
11.88,29.05,196.3,2,3.95,14.9
30.08,84.13,2417.3,23,0.24,59.3
15.09,19.62,3866.1,18,5.5,15.5
19.31,10.8,4325.0,5,5.78,6.3
48.84,29.23,4120.1,1,4.73,12.1
30.69,59.63,2140.6,8,1.88,48.8
56.44,16.08,3679.1,12,4.15,37.6
32.81,47.44,1510.7,17,3.46,41.2
94.65,61.46,372.3,11,8.29,57.5
91.53,81.39,3412.3,20,7.03,57.0
61.01,25.69,3279.1,21,6.5,29.8
41.9,78.56,4028.0,3,1.62,35.4
44.3,26.14,3118.9,22,2.88,44.6
47.07,65.91,868.8,6,3.29,55.4
75.48,43.76,4280.5,11,4.24,47.9
50.65,15.32,3173.5,22,0.35,47.4
87.11,69.28,4057.3,10,5.08,55.7
94.97,24.6,3893.1,6,3.11,40.5
40.24,20.9,1559.5,9,4.82,34.9
60.46,37.25,465.3,8,0.18,70.8
18.56,63.8,964.9,1,2.8,27.1
28.04,26.06,555.0,4,6.56,20.2
47.21,21.53,1292.7,9,4.31,42.6
28.56,5.9,2351.7,24,6.73,16.2
88.89,47.45,4543.4,13,5.97,43.9
24.25,43.58,4372.9,15,7.28,17.6
51.01,26.05,3621.1,1,0.16,32.7
64.51,9.83,218.2,18,2.3,54.9
72.27,43.63,1772.8,22,4.71,50.1
44.48,75.94,3443.5,8,8.0,33.9
88.22,69.38,732.2,13,5.81,66.0
61.15,82.47,4025.3,14,3.94,53.0
49.56,5.86,4581.4,18,1.19,36.7
16.05,91.98,1835.1,7,4.24,44.9
51.82,35.73,3558.6,14,3.81,42.1
83.87,94.14,826.2,7,6.64,64.8
65.31,27.74,3485.0,3,3.57,31.1
84.89,47.44,205.1,5,2.78,61.9
54.46,36.85,838.8,10,0.85,66.1
20.66,37.02,3578.4,11,0.49,37.1
11.23,80.81,3588.1,23,3.79,35.9
37.29,72.18,3241.7,8,3.01,46.1
72.82,94.29,2439.1,17,4.76,57.1
81.12,60.22,3407.0,16,6.08,49.6
36.62,46.69,3891.6,20,0.44,46.8
54.61,13.11,4835.8,2,4.27,13.2
47.9,94.69,4454.3,12,7.34,36.4
46.95,54.64,3993.2,5,3.92,35.1
30.82,68.04,3504.3,13,4.48,40.8
22.27,41.61,2913.4,0,4.19,8.6
27.7,54.29,691.0,3,3.37,41.5
14.98,89.83,911.2,21,1.03,59.7
27.83,19.98,4119.4,17,1.16,36.0
10.83,31.31,4036.2,10,1.6,30.4
66.45,18.69,3110.8,10,6.76,32.2
38.47,76.3,2250.3,7,2.41,54.3
97.58,10.58,227.6,3,8.06,39.1
27.43,12.35,1703.2,1,6.91,6.5
41.12,31.86,2161.1,0,5.85,12.5
42.21,51.28,2480.5,23,6.15,35.9
10.76,41.56,4653.7,9,0.5,32.1
85.53,9.03,632.7,16,4.87,54.7
12.88,91.17,2642.4,6,8.0,25.5
94.62,90.76,1902.8,6,0.43,80.7
90.29,30.14,4951.5,12,2.54,54.4
58.2,70.84,4323.1,21,0.53,62.1
58.92,57.07,2250.1,23,4.89,54.3
68.84,26.37,4998.5,0,1.08,24.6
44.83,28.6,2618.9,0,4.13,17.6
68.25,49.2,918.9,12,6.15,50.4
14.03,42.73,2823.8,0,1.48,26.9
14.86,31.21,1208.4,5,6.45,18.1
51.15,77.68,3217.9,22,0.61,66.1
59.47,48.33,4693.5,24,1.36,52.5
89.9,63.94,3952.4,9,2.45,62.8
19.42,22.03,1438.5,20,6.79,23.0
84.04,53.02,1554.6,0,7.24,32.7
28.9,33.62,439.5,24,1.95,53.7
45.47,52.38,1500.8,4,0.9,49.3
38.49,75.27,553.9,21,7.22,43.3
46.01,74.2,2547.3,24,5.55,47.8
23.54,36.88,3570.9,1,1.43,17.2
55.32,67.48,3780.8,2,4.78,30.1
82.15,89.72,391.7,22,7.43,66.8
49.74,61.31,1765.8,2,0.68,49.6
54.16,18.36,1512.0,17,0.8,53.0
86.39,66.17,611.1,22,2.4,72.9
73.55,14.44,1876.1,7,5.58,43.4
54.14,83.49,1566.7,8,1.6,67.4
33.19,51.5,3209.0,1,6.96,7.1
89.64,39.66,4428.2,1,6.4,27.1
61.93,10.13,2328.7,15,4.81,40.5
29.9,39.27,3758.7,6,1.07,33.3
34.22,86.29,815.5,3,8.4,35.9
82.28,6.89,4485.3,4,4.22,26.2
13.97,47.72,847.7,0,3.9,22.1
99.29,88.8,1041.3,21,8.46,69.1
21.73,40.54,621.7,9,7.36,32.2
81.65,43.54,1617.4,12,3.93,60.0
45.53,57.07,2806.8,23,3.62,42.0
54.3,46.66,4941.2,14,0.91,53.9
89.26,20.17,3987.5,0,7.88,15.3
47.16,6.67,1964.1,17,7.19,20.9
58.37,59.88,2921.6,22,2.7,58.9
14.44,87.87,3154.2,13,6.43,32.1
10.21,14.57,4131.4,17,6.51,7.1
32.03,23.99,3708.6,24,2.01,33.6
71.25,38.32,2889.5,21,5.25,45.1
20.91,77.79,3379.0,11,2.24,47.8
20.24,29.23,3755.0,11,6.74,14.3
46.99,84.38,752.4,4,1.39,60.0
68.31,9.95,1082.2,6,5.72,47.2
74.09,89.69,3474.1,23,2.84,65.9
26.06,55.47,4267.1,12,0.4,47.4
17.16,64.29,2105.4,8,1.14,46.8
94.64,38.09,4901.5,5,5.6,31.9
33.46,75.38,1158.8,20,2.12,62.9
86.8,19.99,2141.8,6,5.4,46.4
87.71,9.4,1954.8,17,3.58,57.8
79.53,40.6,4658.5,14,5.92,38.4
25.2,81.83,1498.4,7,4.24,49.7
83.96,72.94,2406.9,19,2.69,60.9
79.23,51.54,1017.4,15,1.32,73.5
63.71,56.49,2654.2,16,2.97,58.5
40.35,16.69,4301.3,2,5.43,5.0
33.63,80.66,1589.8,12,6.32,46.6
20.97,75.83,4072.9,8,1.45,44.4
55.88,64.08,4565.4,19,5.68,37.2
62.67,46.96,457.5,14,1.61,65.4
42.34,91.8,3806.5,15,1.96,60.4
52.78,84.11,1351.2,15,4.56,56.8
42.72,63.0,959.1,18,2.53,56.3
67.69,38.46,3045.5,3,5.66,26.3
91.11,60.62,3557.5,18,8.13,43.3
24.75,56.79,2034.3,18,1.35,50.6
44.33,40.48,292.0,1,4.89,31.8
22.68,32.6,4552.7,5,7.86,5.0
66.24,41.63,3680.7,12,1.58,54.4
75.6,56.65,1431.2,14,3.18,65.6
93.87,43.53,2534.6,9,1.14,66.8
35.1,28.72,236.2,21,5.49,39.5
95.52,73.49,1762.5,9,5.72,64.5
15.69,52.83,2660.4,3,5.68,15.9
64.27,11.09,2634.4,13,4.65,36.9
15.14,38.15,1120.1,7,6.37,25.2
90.44,84.64,3906.1,5,0.4,68.4
57.68,72.97,1564.4,11,8.14,49.3
70.24,34.09,2944.0,7,1.97,52.1
84.84,89.44,1430.5,5,1.12,78.9
23.53,11.89,2183.3,14,8.01,18.7
13.47,91.51,1116.8,24,7.08,34.4
89.1,27.11,3201.7,18,6.52,41.4
38.34,5.82,2185.4,13,0.98,47.0
21.61,44.04,179.0,2,6.88,19.3
52.16,37.31,238.0,17,5.22,48.0
63.85,53.52,2408.6,9,6.25,46.5
12.79,76.71,997.8,13,8.32,33.8
34.74,80.82,2966.7,13,1.73,54.3
12.95,41.11,2100.1,21,4.34,30.4
47.83,43.69,3306.7,6,6.43,19.8
90.56,18.34,4766.7,6,3.74,39.3
98.44,9.28,2690.8,20,0.56,62.9
67.33,62.71,3958.2,21,1.04,56.8
24.55,10.8,3789.9,22,5.16,17.5
91.53,71.04,4616.8,10,2.49,61.3
56.46,53.52,1148.7,17,1.26,64.7
23.84,22.87,4153.9,9,2.96,26.3
92.96,53.56,4537.0,14,1.79,62.9
78.17,21.47,2024.5,11,0.3,64.1
75.85,44.49,1637.7,22,1.38,70.1
73.83,76.96,4765.0,16,7.52,38.1
28.03,46.57,3175.4,21,0.2,53.4
28.99,18.38,1965.3,23,6.6,27.0
71.95,70.14,3980.0,16,6.43,48.8
29.78,21.81,1591.9,0,4.84,13.3
49.48,71.47,964.4,5,1.85,56.5
80.38,48.14,2765.5,20,7.48,41.3
80.56,45.84,2874.4,14,4.09,59.1
50.79,81.63,4146.2,18,1.55,59.4
81.3,68.77,2339.4,13,3.7,60.3
85.48,7.96,4091.5,9,1.74,52.4
68.93,31.66,1625.5,9,3.26,51.7
30.56,83.38,2919.3,22,4.27,45.9
34.66,6.65,1121.5,6,3.12,35.9
38.34,54.07,1988.7,6,5.62,38.7
20.51,70.5,4301.9,13,7.96,20.4
34.58,60.97,1158.3,14,3.02,51.7
28.86,73.45,4070.2,21,3.09,41.5
50.98,70.31,1486.1,19,6.3,50.6
91.76,67.28,269.0,8,4.56,74.3
19.4,78.94,638.7,14,3.7,51.0
74.82,63.11,3754.8,8,6.94,37.1
71.86,41.22,1384.1,22,7.58,36.1
18.62,47.47,3305.3,6,5.06,23.1
93.03,69.51,3526.1,23,1.65,66.5
61.16,83.87,1791.1,10,4.02,59.6
42.74,29.5,2427.1,4,4.34,26.8
78.09,35.79,2078.5,8,3.73,61.1
33.16,88.77,4742.0,5,2.3,39.6
72.42,57.07,1667.7,6,4.07,55.9
13.57,21.11,998.3,22,3.85,34.1
85.55,64.73,1891.4,24,1.86,64.8
50.34,94.17,3380.6,22,7.69,39.5
67.3,79.11,3517.1,13,7.54,39.2
29.91,72.12,4627.9,18,6.48,32.5
70.94,23.72,4420.6,21,3.47,35.5
79.5,83.85,1512.8,21,3.21,70.2
52.59,52.32,2330.3,10,6.12,40.0
65.6,85.04,3761.6,6,5.21,43.0
51.07,34.68,4591.0,5,5.15,23.0
90.47,10.58,1752.1,3,1.14,50.7
54.81,47.84,2277.8,13,5.29,44.0
85.76,29.29,4507.4,21,7.68,34.0
82.12,69.37,1856.6,2,0.82,61.5
46.95,91.14,2454.5,16,2.95,60.2
30.71,67.19,4532.1,14,4.38,37.4
46.55,84.82,4031.0,0,5.86,15.9
84.36,45.77,1292.8,20,0.85,74.9
30.49,74.45,1691.5,10,7.43,33.4
57.2,80.87,1829.5,12,0.44,69.5
82.55,68.98,4572.4,23,7.3,42.6
41.81,50.7,4994.8,2,0.33,32.4
67.8,61.33,3892.6,12,1.39,60.2
32.11,68.05,2473.2,17,6.82,31.6
19.84,27.78,149.9,23,7.33,32.5
81.49,77.86,3517.7,8,8.35,43.4
18.91,90.53,2007.9,24,1.07,55.3
34.42,46.87,3201.6,1,4.52,13.8
86.96,68.1,3072.8,7,0.75,65.9
41.18,71.33,2456.1,1,1.41,35.8
97.57,64.6,4727.5,22,1.57,66.9
98.18,54.24,213.4,23,0.63,86.7
34.14,84.35,3589.4,0,7.6,9.5
13.69,45.4,2108.2,23,1.16,40.2
73.46,10.5,3597.6,2,5.39,19.5
50.59,81.01,3408.6,16,5.36,45.9
19.07,65.66,150.2,6,1.77,52.1
73.68,81.43,1498.2,9,8.49,47.6
12.81,17.47,1026.5,18,3.02,33.7
88.32,7.77,918.2,23,7.7,46.9
22.48,89.09,3669.5,8,8.07,23.6
21.46,18.3,1273.8,17,8.07,18.7
25.81,77.87,2426.2,14,6.42,37.8
96.42,79.09,1310.2,16,2.23,77.6
72.39,68.78,2943.1,23,1.11,68.7
82.12,16.81,3630.8,21,4.89,37.3
45.79,65.07,1722.3,16,3.12,56.4
40.27,85.02,3054.8,18,7.08,38.5
31.1,43.3,4141.8,8,6.36,18.6
53.26,42.22,561.7,24,2.42,60.5
59.66,44.86,3582.3,5,0.24,46.7
66.86,12.4,1683.4,18,2.09,52.0
33.14,85.28,701.0,7,4.86,52.5
95.38,83.23,2773.7,5,0.76,70.0
25.28,94.81,1208.7,16,5.63,46.4
96.91,57.67,4124.7,5,5.74,47.6
11.34,72.61,310.2,12,1.52,49.3
53.3,23.24,583.4,20,5.11,48.5
40.0,65.08,2652.9,23,5.2,37.1
50.42,63.48,2985.8,1,4.12,27.6
61.36,86.11,3676.4,11,8.11,40.8
49.2,79.77,1370.4,6,1.01,65.0
47.34,89.46,4224.6,5,3.52,43.1
75.95,83.2,4770.4,16,7.52,42.1
71.73,83.18,2545.3,7,3.35,60.2
84.99,10.74,3826.6,5,3.67,41.5
32.5,81.14,2671.8,18,5.71,43.3
64.86,59.67,440.4,20,5.69,59.5
62.67,39.24,1697.9,22,0.29,62.7
43.28,10.09,528.7,8,3.93,34.8
53.75,65.99,4945.5,19,2.9,48.4
38.24,34.54,1222.2,15,5.37,39.4
22.77,47.1,3215.9,17,4.77,30.7
29.24,66.36,1493.3,18,5.57,39.7
19.5,87.06,3300.9,6,5.59,29.8
71.48,79.29,1131.0,7,2.24,68.2
69.47,45.55,3947.8,20,2.17,52.4
95.55,39.9,643.0,18,3.21,66.2
75.67,26.58,4486.2,0,2.13,30.0
14.68,38.52,4218.1,12,5.84,23.6
89.58,14.99,3426.2,0,5.16,21.5
87.64,92.4,430.3,10,1.92,80.6
49.9,56.65,1122.0,1,7.53,23.0
62.73,16.5,4310.9,20,3.97,35.9
97.85,36.75,697.7,2,1.17,62.9
57.91,54.23,864.1,12,1.89,68.6
91.48,52.96,2765.6,6,4.63,55.4
17.47,8.2,1443.5,1,2.94,9.2
27.19,90.58,1188.2,1,7.25,20.8
49.67,29.78,2921.5,2,4.26,24.5
62.63,6.46,1925.6,12,7.79,27.2
83.46,11.88,788.7,11,0.96,70.2
98.94,57.22,2720.8,0,5.72,35.2
45.0,17.4,1996.4,17,7.54,28.6
14.27,8.76,3699.1,4,2.56,11.5
82.11,39.17,603.5,18,1.24,72.6
64.39,61.05,3141.0,9,3.94,49.0
27.87,15.07,2238.8,5,8.18,10.1
54.53,33.2,2089.7,17,5.42,43.3
76.81,42.6,1238.2,14,5.51,54.1
79.34,19.35,249.1,13,5.74,57.2
54.97,50.55,4253.7,23,0.43,51.2
37.47,12.67,1699.4,15,3.84,36.3
97.64,9.19,3437.3,3,0.75,50.1
69.7,51.79,4743.2,18,2.75,45.9
46.74,27.31,2868.5,20,7.0,27.4
35.24,13.58,2046.0,7,5.61,27.4
75.8,43.15,1414.5,24,8.46,44.8
31.8,87.36,4676.8,0,1.55,32.3
25.45,70.18,3442.2,19,3.44,38.1
57.69,78.41,3359.9,21,6.9,43.1
36.1,83.47,2188.2,21,1.91,54.1
66.6,92.54,4240.7,12,1.39,62.4
20.61,73.69,3597.0,8,3.69,37.8
68.94,59.76,1487.6,0,3.32,44.9
35.5,37.89,3037.9,14,8.33,22.2
10.02,21.35,2208.0,14,3.93,26.4
21.42,66.8,132.3,13,7.33,39.4
94.03,94.55,4057.4,4,7.56,45.4
88.06,47.06,701.9,16,1.43,75.9
31.02,70.13,2598.8,5,6.11,27.4
80.05,49.56,1747.5,8,2.43,62.0
64.77,43.87,1776.2,19,0.9,62.7
97.38,41.93,2439.1,24,7.45,46.4
43.62,50.42,4985.4,18,2.56,40.8
71.33,38.02,2101.1,22,3.0,60.2
15.72,72.39,993.4,20,2.82,51.4
45.66,83.68,3106.7,16,1.78,52.8
96.74,84.46,1257.8,6,3.75,69.9
58.51,25.49,617.2,7,3.7,49.0
35.91,85.63,345.9,14,3.53,55.9
20.82,35.74,212.1,5,7.8,20.7
73.32,32.84,2212.7,0,2.95,36.1
68.04,70.41,2191.0,8,0.36,75.6
43.65,32.42,1009.2,6,1.6,54.2
95.58,9.77,3941.7,21,6.16,35.0
12.0,38.63,733.4,19,5.06,32.9
37.34,69.93,4585.1,18,8.09,23.6
92.9,34.43,2979.1,3,5.93,33.8
38.88,61.66,235.3,0,1.73,42.3
32.7,64.41,4818.6,8,1.11,44.1
58.08,71.04,1608.9,1,4.47,40.3
84.14,85.74,2304.9,15,5.69,65.8
19.28,43.93,1492.9,1,1.49,29.4
94.87,19.98,3669.3,2,5.15,29.0
81.56,33.7,2479.8,13,7.37,38.2
26.31,43.9,748.6,12,6.21,41.6
74.08,69.25,610.6,16,5.68,63.6
44.65,6.18,3654.3,9,6.73,20.2
46.21,33.42,1261.7,2,0.97,40.6
80.5,75.19,775.2,3,1.81,69.9
96.65,65.38,2547.2,24,0.42,78.0
21.4,70.86,4033.5,4,1.32,29.3
47.86,78.06,1466.0,10,7.77,44.0
53.28,75.49,1454.5,5,1.97,53.6
43.87,66.4,4186.0,0,5.66,16.2
42.69,44.57,824.4,18,5.91,46.1
14.7,93.52,3122.0,6,5.52,26.7
71.7,56.22,4779.6,22,4.75,40.7
49.26,23.25,4222.4,9,4.18,34.1
27.53,31.35,402.9,11,3.63,41.7
83.44,67.42,1667.6,11,7.8,53.3
82.23,88.23,797.6,0,0.18,68.3
53.78,21.08,4751.3,8,0.55,45.8
36.86,12.41,4931.1,16,4.24,19.5
67.43,84.34,1251.5,22,2.88,62.0
35.93,87.38,3381.5,11,3.53,49.7
31.24,29.87,4224.0,1,8.48,5.0
75.75,38.96,1245.0,8,6.61,50.9
13.63,64.42,1019.6,11,7.47,30.5
18.53,34.69,154.9,24,3.2,42.5
10.61,83.94,2118.6,24,2.11,50.9
23.76,14.68,4507.2,3,6.55,5.0
16.21,8.42,4524.6,21,6.88,5.0
99.62,23.76,725.9,11,4.72,62.7
35.99,30.75,1101.3,17,7.63,29.9
23.43,15.16,2099.4,2,8.23,5.0
31.69,10.91,3925.1,21,4.06,22.5
94.25,73.0,3098.1,0,1.97,56.6
56.81,19.78,2617.9,22,4.44,41.5
42.83,87.25,3000.5,17,8.41,33.4
88.61,38.12,571.4,23,2.56,73.3
45.55,65.35,2440.6,20,5.29,46.3
40.15,25.29,4961.1,22,5.93,21.2
28.66,26.63,533.4,7,1.9,47.0
44.0,56.72,2644.3,18,5.04,37.9
38.5,55.46,1548.7,21,2.74,56.1
70.96,74.19,2745.6,24,7.28,49.8
36.06,73.2,2911.7,3,6.1,26.1
61.95,65.36,2929.6,22,7.04,42.4
15.93,45.42,4275.8,15,1.78,33.3
27.22,85.16,2009.8,16,0.39,59.7
46.67,61.03,2630.1,22,7.24,37.3
94.33,94.12,153.5,8,3.35,81.8
43.95,78.74,3968.8,7,1.61,51.5
69.77,8.99,1371.5,19,0.87,58.4
32.96,33.85,4101.1,18,4.44,29.2
21.43,56.47,1401.6,6,1.36,49.1
15.27,69.93,152.9,11,4.86,46.4
37.49,54.53,858.7,0,6.21,23.7
24.19,75.75,4929.8,23,4.59,25.8
25.66,30.44,1667.0,16,7.69,24.4
78.47,21.55,633.2,22,1.41,65.6
11.43,9.85,681.9,5,4.25,22.5
60.2,56.6,1620.7,23,1.47,62.0
44.15,66.97,284.5,21,7.46,48.4
55.59,34.35,2606.3,4,7.93,20.6
60.65,60.22,1147.3,24,3.46,57.4
38.2,9.69,2644.6,19,2.67,34.2
36.56,13.94,789.7,6,2.45,42.3
76.01,68.16,2206.3,21,7.32,48.9
88.41,38.13,3029.8,21,5.83,47.9
27.33,65.42,403.8,11,7.5,37.5
18.79,79.85,2053.9,4,1.09,47.6
90.8,81.74,1582.4,1,4.1,55.5
41.49,20.5,1277.8,3,5.78,18.2
59.62,48.77,3062.2,16,7.64,31.2
42.36,71.05,2983.9,24,3.31,49.1
21.32,74.66,3190.4,24,2.73,41.9
63.04,75.62,878.5,7,7.77,41.3
57.26,25.54,1500.0,19,0.5,56.4
28.27,22.33,1127.4,4,4.13,25.7
50.67,58.1,2748.5,16,3.95,46.2
81.73,71.7,2359.2,19,1.33,74.6
63.14,33.72,1718.4,3,3.42,32.5
18.72,14.42,3951.5,20,6.17,10.4
59.32,69.51,560.5,17,3.18,67.1
73.25,31.97,4877.0,17,2.7,42.7
81.34,19.97,671.1,17,6.67,43.8
66.62,18.3,3888.0,15,8.41,20.9
23.74,33.34,1904.3,10,6.65,27.1
73.92,58.34,4339.8,7,7.21,34.6
70.96,37.26,463.4,11,7.99,42.2
12.2,6.86,1936.1,17,6.83,15.8
47.06,13.72,1743.7,21,8.33,24.9
39.97,31.15,4966.5,17,6.38,15.8
70.25,64.37,4929.2,7,5.66,38.9
29.45,13.87,1030.0,15,5.92,25.0
63.18,55.46,3186.7,16,7.66,39.9
92.19,15.79,2724.0,1,5.84,31.1
81.8,24.05,856.4,20,6.49,47.6
92.93,20.5,922.1,21,1.91,70.5
98.07,11.05,4947.3,14,7.77,27.8
10.96,65.42,2318.4,24,3.86,37.0
66.05,46.71,716.4,21,1.45,65.1
47.16,79.79,1152.5,23,6.82,47.9
87.39,13.9,1414.9,6,3.09,52.8
32.66,18.03,2603.5,0,1.65,19.8
98.29,32.58,1744.2,1,2.25,49.9
65.23,73.93,2329.6,3,0.39,58.5
81.42,32.52,915.8,15,0.86,73.7
17.7,41.76,1701.0,11,5.08,26.0
26.51,32.14,444.6,16,7.38,35.5
78.26,12.22,4459.6,23,3.87,38.0
11.98,89.55,1073.9,3,5.36,30.8
83.52,54.37,3808.8,15,6.9,47.4
11.26,75.9,1812.8,6,3.1,41.6
69.14,64.25,2424.5,22,5.6,52.6
42.86,51.28,1527.2,7,3.04,52.3
65.03,13.07,3512.6,24,5.5,32.2
72.64,62.85,4238.3,8,1.93,60.2
40.82,18.98,1502.7,13,8.31,20.1
19.72,42.29,1286.9,22,0.74,51.0
16.27,61.62,3439.1,8,4.34,33.8
63.0,75.4,1056.2,14,2.5,71.3
56.86,66.65,3235.2,20,5.15,47.7
76.8,65.44,562.7,3,3.7,56.2
55.88,18.41,3138.7,2,2.68,26.3
48.02,36.15,2615.7,21,2.2,46.7
45.83,8.86,658.1,9,1.63,48.9
12.38,69.75,3280.6,24,6.68,21.4
40.2,90.73,2288.1,3,1.97,53.4
97.84,28.77,1163.9,17,6.6,56.7
88.62,12.89,1831.6,10,4.17,53.1
39.64,47.8,2511.3,18,0.71,55.8
62.9,82.1,548.6,18,1.49,77.4
86.26,54.68,4792.3,17,7.6,35.1
49.71,9.21,3361.3,12,5.16,30.1
11.62,92.68,602.4,24,1.65,62.9
16.71,79.58,4132.0,3,6.01,13.6
55.94,16.84,1680.5,2,7.02,12.9
97.25,87.96,3024.3,15,2.88,70.4
72.39,45.56,1458.0,13,4.78,53.9
16.38,38.47,3693.7,9,2.56,27.9
27.04,46.49,3642.7,5,0.77,35.8
79.42,80.11,2805.0,7,3.46,60.0
85.73,64.35,1280.5,23,6.41,58.5
65.59,10.33,1343.1,15,3.95,44.8
68.0,91.18,1976.0,9,3.5,66.3
12.55,18.3,810.6,21,3.17,36.4
84.57,72.1,1754.5,20,3.95,63.9
80.94,62.25,3453.3,6,2.77,56.2
33.31,21.88,4171.1,18,5.24,19.5
73.78,20.37,1729.7,17,0.63,61.8
29.34,83.33,1244.6,12,6.88,41.8
13.63,42.77,4179.9,7,1.55,31.9
28.1,63.91,4464.4,13,5.42,29.5
26.08,50.37,2109.1,8,3.88,43.4
40.4,70.46,231.8,11,6.6,47.7
47.66,48.13,3505.3,5,7.04,20.7
55.77,30.86,3941.8,19,1.82,47.9
52.91,37.7,188.3,21,5.79,47.9
34.36,82.32,3015.7,22,1.7,57.3
12.63,47.12,2983.0,11,1.14,39.9
64.46,24.21,1955.7,23,7.91,29.2
45.62,89.11,3773.9,18,1.48,64.7
36.88,76.69,2198.1,11,2.02,54.4
88.02,10.01,3416.2,21,1.19,52.0
77.21,94.9,2633.9,21,4.05,68.2
87.2,67.54,1317.5,6,7.82,46.9
54.55,19.42,3071.9,14,2.32,42.4
21.78,26.35,3710.9,15,4.65,23.5
72.66,67.32,4872.1,3,3.56,37.4
28.55,75.18,1962.5,5,2.92,42.1
49.71,26.51,415.9,15,4.91,50.0
15.85,28.13,4941.1,14,4.79,15.7
84.28,32.64,3156.7,1,3.12,33.9
21.33,58.82,4737.6,23,7.24,20.8
91.28,20.46,608.8,2,0.55,55.5
87.78,14.38,1776.0,14,0.82,64.0
51.81,66.1,756.3,24,8.42,39.4
76.99,75.12,4194.0,7,6.38,44.8
65.75,50.08,4413.7,11,6.85,34.0
82.28,37.74,2556.4,21,5.16,49.9
48.86,43.88,1014.4,1,3.63,34.3
80.72,39.96,722.9,14,5.39,59.0
51.62,91.4,2982.0,7,0.88,65.5
94.69,74.13,2581.2,21,6.47,55.6
53.77,23.73,3504.5,10,4.64,32.5
51.64,39.58,1595.5,16,8.14,35.9
80.66,53.96,2071.6,21,5.45,52.0
83.94,60.17,204.7,20,1.37,80.3
59.9,47.14,3089.7,21,4.11,48.5
26.18,77.91,2173.4,0,0.59,33.0
52.1,74.08,4606.8,19,6.36,34.8
97.13,50.46,3244.8,22,4.32,61.0
77.77,81.9,2053.6,14,3.21,67.8
83.0,72.6,1391.6,20,8.24,51.6
12.95,75.07,4535.9,21,8.0,19.6
52.11,91.08,179.7,1,8.1,37.7
68.2,28.98,1701.9,23,1.96,55.4
84.7,29.09,4723.2,9,6.22,41.6
14.43,85.01,3304.8,19,8.04,19.6
86.72,74.5,2710.3,5,4.9,49.0
59.36,88.39,1097.3,2,1.9,55.5
27.76,10.68,4183.5,24,6.97,10.3
38.55,61.5,1100.6,12,7.49,37.4
35.37,18.02,1316.4,23,6.01,29.0
57.78,50.35,1040.1,14,2.57,57.5
14.65,19.02,874.9,5,1.7,32.3
24.27,16.53,4771.2,8,5.34,13.1
83.14,6.1,3050.0,9,4.16,45.9
21.93,61.72,3225.4,8,5.72,30.3
31.01,37.31,4776.2,17,1.04,36.8
50.8,14.47,1229.8,8,1.24,51.9
56.54,34.06,129.0,23,3.15,60.1
78.72,20.2,3034.5,17,2.27,51.1
50.26,89.75,2588.4,8,5.3,47.3
81.09,33.8,2440.5,4,3.19,43.0
