rapid_accelerations,hard_brakes,sharp_turns,night_hours_driving,driver_safety_rating
7,3,4,7.6,32.7
0,9,7,4.5,30.7
4,9,0,7.8,33.2
11,6,1,2.4,25.2
3,2,6,3.5,53.1
1,1,0,5.1,83.5
8,1,6,5.0,36.9
8,0,8,0.0,49.1
11,9,2,4.0,10.0
2,1,8,3.5,55.4
2,2,4,1.7,69.8
9,13,5,5.9,10.0
6,4,7,6.3,27.6
11,5,0,4.9,28.8
11,2,4,3.3,33.7
9,8,4,2.8,16.9
1,1,9,1.2,63.2
0,3,7,5.1,57.7
2,4,3,6.2,52.9
5,10,8,1.0,14.8
1,0,4,3.0,75.0
0,13,6,3.4,25.1
1,12,7,5.7,13.2
11,0,9,0.7,30.5
2,3,5,2.0,62.1
8,4,2,5.2,34.6
3,8,9,7.7,15.6
10,10,0,6.0,11.8
10,4,8,5.8,12.9
4,14,4,1.8,13.4
8,3,3,2.6,45.2
7,2,1,2.3,56.5
9,1,3,6.0,38.7
8,9,4,0.2,24.4
5,12,0,3.3,24.7
2,8,6,6.2,29.3
1,1,3,1.2,78.9
5,1,8,7.5,39.4
11,7,6,7.3,10.0
2,10,4,7.8,20.5
3,1,5,4.4,56.2
7,8,1,1.2,36.1
0,10,8,6.1,22.3
9,11,0,6.7,14.0
2,9,7,0.6,35.9
4,0,7,3.5,54.8
10,0,0,4.8,56.1
8,12,2,5.3,10.0
6,13,4,3.9,10.0
2,3,4,0.4,63.4
7,3,5,4.7,37.9
8,8,1,0.7,34.0
1,3,7,0.6,60.9
6,13,1,0.7,25.5
4,6,4,7.6,30.3
5,5,7,5.5,26.6
4,4,8,4.9,32.2
9,7,0,5.9,23.3
1,13,7,1.9,21.8
6,14,8,2.5,10.0
4,12,9,7.2,10.0
0,11,4,5.3,32.9
3,12,5,6.7,12.0
5,13,0,7.6,11.1
7,11,9,3.6,10.0
4,13,7,4.7,10.0
2,3,8,2.5,50.9
1,7,6,6.7,36.9
10,2,0,3.6,47.3
1,14,2,5.7,21.1
2,8,2,4.5,45.8
9,1,0,4.2,58.9
2,12,8,1.3,19.9
2,14,1,5.8,20.1
2,0,9,0.4,63.8
7,4,6,6.2,28.0
8,1,7,7.4,29.3
5,3,9,6.4,24.5
3,8,5,1.5,36.4
10,1,0,2.4,56.0
2,12,4,1.7,29.8
10,14,7,1.9,10.0
0,1,5,6.5,64.4
2,14,0,0.5,36.4
4,12,5,3.8,13.8
10,5,0,4.8,34.9
0,4,2,7.6,61.9
0,8,1,5.2,52.6
5,9,1,5.6,27.0
1,14,9,4.4,10.0
10,8,7,3.0,10.0
1,14,6,2.8,14.2
5,1,3,5.6,55.2
8,6,4,3.0,31.7
8,5,8,5.4,13.9
9,4,5,4.4,30.3
5,6,0,4.4,44.9
9,14,4,2.6,10.0
3,5,7,1.6,43.6
8,11,6,0.3,10.0
10,7,8,2.1,10.0
1,10,5,4.5,28.8
8,3,2,6.6,37.0
3,7,2,6.4,38.4
10,8,6,6.1,10.0
6,9,5,1.4,23.5
5,14,9,5.4,10.0
9,0,4,1.8,49.9
0,13,3,2.6,31.8
0,11,7,5.9,18.3
4,2,5,2.4,58.4
4,10,7,5.0,13.4
3,13,9,5.4,10.0
8,3,7,7.7,17.1
8,5,9,1.3,18.2
11,7,7,1.4,10.5
6,11,9,3.7,10.0
9,7,5,4.2,12.3
5,9,7,3.1,17.5
11,5,8,5.1,10.0
10,1,4,4.8,38.7
2,5,1,5.3,56.6
3,1,7,7.2,48.4
11,0,2,1.2,49.6
4,7,4,6.5,34.2
9,0,3,4.8,49.9
1,11,8,7.1,10.4
2,0,7,0.1,74.3
3,11,4,6.6,20.7
2,12,6,1.7,17.6
11,2,6,7.6,15.3
6,0,2,2.6,67.1
6,5,1,5.7,40.6
6,8,7,6.5,10.0
8,5,4,7.4,22.9
4,14,9,1.6,10.0
10,7,6,5.0,10.0
3,3,6,0.3,59.6
5,4,0,0.5,66.2
8,4,0,3.3,46.1
5,14,0,5.6,13.0
5,11,7,5.2,10.0
4,13,2,3.7,20.2
6,5,8,4.8,22.0
2,12,5,5.0,21.6
5,12,2,6.7,10.7
5,8,7,7.1,10.0
5,12,5,3.1,14.2
4,0,9,0.5,57.2
5,8,2,1.9,38.2
0,5,7,0.8,57.7
0,9,1,6.3,43.4
6,7,2,0.5,45.2
2,14,5,3.7,12.1
7,2,6,4.3,38.5
2,8,0,6.6,44.2
2,8,1,5.6,41.8
8,14,8,4.8,10.0
9,11,1,4.6,10.8
4,10,2,3.8,27.1
2,6,8,7.2,23.6
4,1,4,1.4,62.5
6,14,3,7.7,10.0
7,6,7,4.8,17.0
9,4,2,1.9,39.0
11,5,1,5.9,25.0
2,8,5,3.0,40.1
0,2,6,0.8,74.9
4,14,9,0.7,10.0
11,2,5,4.5,27.6
9,2,8,5.1,26.7
7,8,9,2.6,10.0
1,12,7,5.5,15.6
5,10,7,2.2,20.3
8,2,8,2.8,38.2
8,5,5,1.8,34.8
6,10,8,5.1,10.0
0,3,2,3.9,69.8
0,9,9,1.2,36.2
1,4,5,7.8,41.5
8,11,0,7.2,10.0
1,14,0,6.3,25.0
6,12,1,0.8,27.7
2,3,2,3.5,67.0
9,2,4,4.2,40.0
6,6,4,7.6,24.7
8,9,7,2.9,10.0
9,7,2,5.4,19.8
9,0,3,4.4,51.1
9,12,5,6.5,10.0
5,4,4,0.9,52.6
11,9,0,6.6,10.0
2,11,5,5.2,25.6
3,12,8,0.9,16.3
10,6,8,6.0,10.0
7,1,8,2.7,40.0
3,5,8,0.6,43.0
8,2,2,3.5,47.5
6,0,1,1.4,72.7
9,9,3,2.2,18.2
11,0,6,8.0,24.0
1,9,8,1.2,32.4
4,4,5,3.0,47.4
8,14,4,5.3,10.0
1,9,5,7.8,24.1
7,14,0,3.0,10.4
9,8,5,1.7,18.1
2,9,1,3.2,49.6
0,7,0,1.3,68.5
3,7,9,7.9,14.3
8,10,3,3.8,17.4
2,3,4,5.3,52.9
1,3,0,2.9,76.4
1,4,2,2.1,66.4
1,2,8,0.7,62.3
1,10,8,6.2,16.4
10,3,8,4.5,17.0
2,9,1,1.7,50.8
3,4,9,5.3,35.5
3,14,7,2.0,10.2
8,1,8,1.7,35.2
0,11,6,7.0,20.9
4,9,9,4.0,15.5
2,10,5,4.3,23.8
8,4,7,6.2,17.0
8,3,6,3.8,30.2
11,3,9,1.9,21.9
5,8,5,5.9,18.2
3,0,7,6.8,54.5
1,3,2,5.1,66.1
8,5,4,6.4,24.3
2,1,8,0.2,63.4
10,14,5,3.9,10.0
1,8,0,3.3,57.2
8,3,3,0.5,46.4
9,2,0,1.7,52.9
10,8,4,3.5,11.6
7,13,0,5.5,10.1
9,0,1,3.1,54.7
11,12,2,5.8,10.0
9,8,2,5.4,19.6
11,2,4,7.7,17.8
10,13,5,1.1,10.0
11,1,0,7.8,38.9
9,8,1,0.6,34.8
5,7,9,6.5,12.3
11,10,2,2.5,10.0
6,4,9,3.4,27.5
11,14,8,2.2,10.0
10,0,7,6.5,29.3
8,14,7,3.8,10.0
7,0,6,5.4,47.9
5,5,4,7.6,32.1
0,9,9,2.9,29.9
7,13,8,3.9,10.0
10,0,0,0.5,63.1
2,9,9,4.8,21.0
5,2,0,2.5,66.4
1,14,7,4.9,10.0
7,7,9,2.4,10.6
3,4,8,0.9,46.6
7,1,3,2.5,55.1
6,6,1,6.6,36.9
7,8,1,1.5,37.8
1,1,5,1.4,71.3
10,1,8,6.6,23.4
6,0,1,2.1,70.9
7,6,8,2.7,20.8
2,6,1,4.3,54.3
6,3,5,3.4,43.1
6,11,8,6.6,10.0
2,14,9,4.6,10.0
4,14,6,5.7,10.0
8,4,2,5.7,35.8
9,11,6,0.6,10.0
5,5,7,7.8,19.9
10,9,0,0.6,32.9
4,6,8,7.6,22.2
11,6,9,7.9,10.0
3,2,2,2.1,71.3
10,4,5,5.1,20.6
7,11,2,0.4,23.8
8,8,8,5.4,10.0
5,11,5,1.5,23.8
4,5,3,7.5,34.9
3,9,0,5.2,38.6
7,10,7,6.1,10.0
8,13,6,7.6,10.0
9,11,2,6.9,10.0
7,10,8,3.7,10.0
2,14,0,1.4,36.7
2,14,6,2.6,11.3
4,0,9,4.7,51.6
6,9,9,6.0,10.0
1,7,5,2.0,46.8
7,1,7,3.6,38.0
5,8,8,2.9,20.0
11,3,8,3.8,18.2
0,1,3,2.6,78.3
11,7,2,1.3,24.8
9,2,3,3.9,45.2
9,8,5,7.6,10.0
9,12,4,0.9,10.0
0,4,7,6.7,44.7
3,14,4,5.9,10.0
6,3,3,2.6,51.5
9,10,1,1.1,22.7
3,0,2,7.5,65.2
4,11,1,3.0,34.6
5,11,4,3.5,18.5
4,0,7,2.6,58.9
11,5,3,6.8,13.5
5,6,4,1.8,43.5
8,3,1,6.1,42.7
2,13,6,2.0,17.1
6,11,2,2.7,23.5
7,7,7,7.4,10.0
10,6,1,4.9,28.6
8,1,1,5.5,48.5
6,4,3,5.0,40.5
2,7,7,1.4,38.8
9,13,1,5.3,10.0
2,2,4,4.3,58.6
3,7,4,6.6,32.3
11,13,8,7.9,10.0
11,6,8,5.0,10.0
6,4,0,2.7,56.0
3,0,8,6.9,48.0
4,13,2,6.8,12.7
1,4,8,6.8,38.7
5,7,0,2.9,46.7
8,5,4,3.3,32.4
1,13,7,6.2,10.0
7,12,5,3.4,10.0
10,12,0,3.9,10.0
6,6,7,0.1,33.5
10,14,3,7.1,10.0
3,14,0,3.8,26.5
3,1,9,7.2,38.2
3,12,7,7.8,10.0
3,4,8,1.3,46.4
3,4,7,0.7,49.0
8,8,7,5.3,10.0
4,2,6,2.0,53.8
3,13,0,3.5,30.5
5,13,1,0.1,26.4
5,4,0,3.4,56.5
2,1,8,7.8,46.7
11,0,1,0.8,56.3
11,3,1,5.5,32.2
10,11,8,4.3,10.0
0,1,9,6.8,53.2
8,8,2,5.2,21.6
11,3,1,0.0,46.7
4,2,4,5.4,52.5
9,0,7,6.5,30.6
5,13,1,5.9,12.6
3,12,9,5.8,10.0
5,10,4,7.1,13.6
6,5,4,4.9,33.7
0,2,0,5.4,78.1
0,2,2,4.3,74.9
8,1,2,7.6,43.6
6,1,8,5.4,39.7
7,3,0,2.3,58.2
5,5,7,6.8,24.4
8,11,3,2.7,13.7
4,3,9,6.9,23.9
3,14,6,1.4,10.1
11,1,4,1.5,41.8
1,8,9,4.2,25.9
10,12,6,2.9,10.0
11,7,3,7.6,10.0
10,12,3,5.7,10.0
5,7,8,3.9,20.2
0,0,1,7.7,79.6
5,9,0,7.5,27.2
9,12,7,1.8,10.0
5,2,5,1.9,54.9
3,10,5,6.4,17.6
0,11,6,3.5,29.8
7,3,2,1.2,58.2
10,6,3,7.4,12.5
2,5,0,5.9,59.2
4,2,8,3.0,46.7
11,7,3,7.9,10.0
2,0,5,5.0,64.4
3,2,6,4.1,51.9
8,13,1,4.2,10.0
6,0,4,2.7,58.9
9,2,4,2.6,43.6
7,8,1,7.8,18.0
11,1,7,7.0,21.3
1,1,2,2.3,79.7
9,1,7,7.4,24.6
8,1,5,0.7,49.8
11,0,0,2.3,56.5
6,10,3,7.3,10.0
9,0,7,0.5,46.9
0,9,5,7.4,28.4
8,14,8,2.8,10.0
10,12,1,1.4,10.7
8,7,8,1.3,14.2
0,3,7,3.3,58.2
4,6,4,5.6,30.5
0,6,5,5.2,44.0
6,8,8,2.6,19.4
11,13,1,3.4,10.0
9,7,8,2.0,10.0
7,13,4,3.3,10.0
6,6,2,1.6,48.1
1,1,5,6.1,60.3
3,12,6,3.1,13.4
6,3,6,2.8,42.7
1,0,2,5.0,75.0
4,5,2,2.1,57.4
10,5,9,3.3,10.0
9,13,7,0.7,10.0
9,6,9,1.1,16.1
10,7,7,4.2,10.0
10,7,0,8.0,18.2
7,11,1,4.5,18.0
5,7,1,3.7,42.6
0,2,2,1.9,82.1
3,11,7,2.9,12.0
10,0,8,6.3,26.3
4,12,7,3.7,10.0
7,14,8,5.5,10.0
2,3,2,2.7,71.0
0,11,8,1.6,27.1
7,0,6,4.2,43.8
2,10,1,2.8,39.0
6,14,9,0.9,10.0
0,14,3,2.8,28.1
5,3,4,3.3,47.4
0,2,7,5.9,56.5
8,12,8,3.4,10.0
3,12,5,7.3,10.0
9,7,9,5.1,10.0
0,1,4,7.0,66.7
11,2,9,1.6,19.8
10,10,6,6.6,10.0
1,11,8,0.7,26.4
0,13,5,5.8,18.3
6,13,0,2.7,17.6
0,13,8,2.4,16.5
0,13,2,5.3,26.1
1,14,6,0.5,19.5
0,8,8,7.6,24.2
10,8,7,1.9,10.0
9,12,9,6.5,10.0
7,5,6,5.4,26.0
4,2,6,3.3,50.9
3,12,0,5.8,28.0
2,10,4,2.9,35.4
10,10,5,5.3,10.0
0,4,1,0.0,83.3
3,10,2,7.7,30.5
3,11,7,1.2,20.1
2,5,0,4.1,63.8
10,10,6,2.1,10.0
5,9,9,3.0,12.2
3,2,1,2.7,69.8
7,0,0,7.9,56.8
9,9,8,1.1,10.0
0,7,6,1.2,49.3
11,11,2,7.8,10.0
9,6,8,1.1,17.4
11,2,8,0.7,27.4
11,12,8,4.1,10.0
1,12,3,1.6,30.6
8,9,7,1.7,11.5
4,6,3,6.6,35.7
1,11,3,1.9,37.5
9,10,8,2.6,10.0
9,3,7,5.3,23.8
6,6,5,7.9,23.3
0,8,5,3.9,44.6
3,1,4,5.3,63.0
8,0,8,4.0,40.5
5,9,5,1.4,27.8
1,12,4,3.6,30.2
7,5,9,5.0,14.7
1,3,6,0.5,67.5
7,11,8,1.4,10.0
1,11,4,6.5,26.1
7,14,9,0.7,10.0
10,0,8,1.3,37.3
1,2,9,2.0,55.3
2,2,7,0.4,63.7
6,8,0,6.3,32.2
3,4,0,4.3,59.4
2,13,7,1.6,17.9
6,2,0,0.8,70.7
9,12,9,4.6,10.0
6,3,5,4.9,41.3
9,0,9,5.5,30.8
8,11,4,6.2,10.0
4,11,4,7.8,10.0
8,4,4,6.7,28.5
8,10,8,1.9,10.0
4,0,8,0.6,66.0
7,8,8,0.8,19.8
1,7,2,6.7,44.3
5,9,5,6.1,18.6
1,5,8,0.4,52.9
0,10,1,5.9,40.5
8,11,7,5.9,10.0
3,10,6,6.5,17.6
1,4,9,5.2,41.1
9,8,0,4.3,27.0
8,11,4,2.4,11.4
9,10,4,0.5,16.5
3,2,5,0.8,62.1
8,13,4,3.5,10.0
3,4,5,1.4,52.6
11,12,1,0.1,10.0
11,7,4,3.7,10.4
10,11,3,8.0,10.0
2,3,9,7.8,33.5
6,1,4,6.1,47.4
7,8,7,2.0,18.5
11,1,5,6.3,23.6
4,9,1,5.1,35.2
9,2,5,2.6,39.1
4,10,1,0.4,40.8
0,3,4,3.9,65.3
9,2,8,4.7,27.3
4,2,9,4.9,39.1
4,13,7,2.4,10.0
0,6,5,5.7,44.0
11,0,4,5.5,34.9
8,10,1,2.4,19.4
3,12,9,5.9,10.0
1,7,2,6.0,47.7
7,3,7,6.7,25.9
0,8,3,3.4,49.6
1,5,1,7.5,49.3
2,1,0,7.7,69.5
2,6,7,5.7,35.4
4,14,2,5.2,10.2
2,12,8,6.6,10.0
2,6,7,1.1,46.4
0,12,7,6.2,15.1
7,1,5,3.5,44.1
4,4,2,7.3,46.3
7,2,6,0.8,47.0
0,11,3,1.5,43.4
8,4,0,2.9,47.4
0,1,1,7.8,78.2
2,0,0,4.7,81.8
11,14,0,7.4,10.0
7,5,0,7.5,36.2
0,5,8,0.3,53.8
6,2,9,5.8,26.7
4,14,1,2.2,21.2
2,2,7,3.2,53.0
10,2,5,0.1,40.3
7,12,1,5.5,10.0
11,9,7,6.8,10.0
6,8,3,0.8,35.3
1,0,6,5.0,63.3
11,10,7,2.0,10.0
11,10,5,7.9,10.0
8,4,7,0.4,35.7
5,8,8,4.2,15.9
9,14,2,6.7,10.0
1,11,2,5.9,29.8
1,9,1,4.4,45.4
0,8,1,6.9,46.5
11,9,7,7.8,10.0
3,13,8,0.8,12.3
11,13,0,0.6,10.0
4,11,9,6.7,10.0
8,8,5,2.0,21.9
8,1,8,7.0,27.4
1,2,4,2.8,65.6
6,8,2,1.7,38.8
5,11,1,2.6,26.8
4,1,0,7.3,67.2
3,0,3,5.9,66.9
11,11,1,0.3,12.1
5,10,2,7.9,17.7
9,12,7,1.7,10.0
1,10,1,3.9,47.1
3,0,7,1.8,65.8
0,8,0,2.2,65.6
5,4,0,0.6,67.7
8,6,2,5.3,27.4
4,12,7,4.3,10.0
8,9,4,5.3,10.1
7,12,2,3.0,14.3
7,4,0,6.9,44.4
5,4,7,4.2,37.2
10,10,3,7.7,10.0
7,13,2,6.7,10.0
3,9,4,4.4,28.2
1,4,2,7.8,55.3
6,1,8,1.8,47.4
10,5,9,4.7,10.0
3,4,6,5.6,41.6
9,1,5,0.6,50.7
10,14,1,4.1,10.0
9,9,9,1.4,10.0
5,12,7,5.4,10.0
0,12,6,1.2,28.2
3,1,2,6.3,58.8
11,0,0,4.8,46.5
3,14,9,1.3,10.0
1,1,9,4.9,52.2
11,2,0,0.1,51.4
7,11,5,0.3,14.2
3,9,3,1.7,40.9
9,1,5,3.0,39.5
11,8,4,1.2,15.7
10,4,9,6.3,10.0
3,0,8,0.9,61.5
5,0,1,0.4,79.0
10,13,8,0.1,10.0
3,6,0,4.5,52.6
0,6,6,4.6,48.4
2,14,5,1.5,17.4
7,14,2,2.1,10.0
1,8,2,6.2,42.6
7,8,4,7.1,13.1
5,8,1,2.6,41.5
8,1,0,3.5,61.0
1,3,6,0.5,64.0
0,13,9,6.8,10.0
11,6,8,5.3,10.0
1,0,8,0.6,69.5
4,14,2,4.7,13.1
6,0,2,0.8,65.4
6,8,5,5.9,16.0
8,12,5,1.1,10.0
4,4,3,3.7,50.1
8,1,3,5.7,46.8
7,10,1,1.5,28.4
7,9,3,0.8,26.8
4,8,4,6.1,26.7
4,5,3,5.9,45.3
1,12,6,2.7,22.2
3,14,5,1.7,14.7
11,4,4,7.4,12.6
4,2,3,5.2,56.2
3,10,2,4.3,34.5
6,2,8,2.2,41.2
10,7,8,2.9,10.0
10,5,9,2.7,10.0
5,6,0,7.6,38.5
6,14,2,1.1,15.7
10,0,6,3.5,37.2
10,5,9,0.3,15.3
10,13,3,4.2,10.0
7,12,8,6.7,10.0
1,11,0,7.7,35.3
8,13,4,2.5,10.0
1,11,4,1.5,34.6
2,2,7,5.0,52.5
8,8,8,2.5,10.8
11,4,5,0.8,28.6
2,4,2,1.6,67.0
2,6,2,0.2,63.0
11,12,6,7.1,10.0
8,7,6,3.0,20.6
6,2,8,6.2,33.6
10,11,1,5.2,10.0
0,14,6,1.5,21.7
9,3,3,3.2,37.4
1,0,8,3.6,59.2
4,9,3,5.2,24.8
2,0,8,7.4,52.1
6,7,5,1.5,29.8
1,11,6,3.2,26.1
1,11,3,1.6,38.3
3,4,5,6.6,38.8
5,13,6,5.9,10.0
7,13,2,6.6,10.0
7,6,0,6.2,36.6
4,13,0,0.2,33.6
2,5,2,2.1,61.3
11,9,6,2.8,10.0
3,12,9,6.4,10.0
11,6,4,6.8,10.0
0,9,2,3.8,49.3
2,6,2,7.9,42.9
9,10,8,4.2,10.0
6,7,4,4.1,25.7
11,6,8,4.3,10.0
11,12,9,5.9,10.0
11,8,7,3.0,10.0
10,14,0,7.3,10.0
9,7,5,4.4,13.8
11,0,5,3.4,40.4
1,10,4,2.0,35.4
1,9,3,2.9,43.7
2,1,2,5.3,70.4
6,13,3,7.8,10.0
3,12,5,4.7,14.5
11,6,3,4.3,14.2
9,8,2,2.4,28.3
11,2,5,7.4,18.5
5,11,9,4.9,10.0
10,2,2,6.8,31.7
3,12,2,0.5,35.7
11,1,2,6.1,33.1
3,0,2,2.1,77.1
10,4,5,7.7,16.9
1,0,1,1.2,92.5
9,5,9,0.9,19.8
3,0,2,2.8,78.7
5,9,4,2.4,31.7
6,5,4,7.9,24.8
2,3,2,5.0,66.4
3,9,4,6.2,22.7
7,5,0,1.1,53.5
6,1,5,8.0,39.2
10,5,9,6.9,10.0
2,4,2,7.6,50.7
1,9,7,1.7,36.4
0,5,9,2.6,43.0
0,7,1,7.0,55.3
4,8,0,3.0,46.1
5,10,8,0.1,15.7
8,1,0,7.5,50.2
9,6,5,1.5,27.8
6,13,2,0.1,23.2
0,11,9,2.4,23.1
1,0,8,5.5,62.8
6,8,4,5.1,26.2
0,2,5,1.6,74.3
1,9,1,3.7,49.1
5,8,6,5.4,18.3
0,3,4,4.6,65.2
9,0,6,5.8,37.3
4,12,0,3.5,26.7
1,7,8,3.1,36.0
3,10,3,0.5,35.6
10,0,2,7.1,41.2
11,7,6,7.0,10.0
10,2,3,3.5,40.8
0,12,7,6.6,16.8
2,8,8,5.0,24.2
7,13,8,2.0,10.0
5,3,1,1.4,66.4
0,8,8,0.4,43.4
11,7,5,5.3,10.0
2,0,3,2.3,80.3
4,11,0,7.2,17.6
11,6,2,6.8,15.4
7,5,9,5.8,14.5
10,9,7,4.9,10.0
1,5,4,7.4,48.7
1,4,1,6.8,62.2
7,9,7,2.1,14.4
0,11,1,2.1,47.1
11,12,4,0.2,10.0
1,5,2,3.9,63.1
10,2,0,3.6,47.0
8,0,8,2.0,42.8
10,8,6,7.7,10.0
7,2,7,4.3,31.6
0,13,7,1.2,22.7
6,9,2,6.8,18.7
5,11,9,3.6,10.0
1,2,5,6.0,58.7
3,2,0,2.9,79.2
4,14,3,0.6,20.5
9,9,0,7.9,11.7
6,5,8,6.7,15.2
3,12,7,1.8,16.6
7,6,8,6.7,11.4
11,4,2,6.5,24.2
1,8,8,6.4,26.3
4,8,5,2.0,36.0
2,0,0,1.3,91.6
7,0,2,4.1,56.7
7,0,7,5.6,40.8
7,2,8,3.8,36.2
5,1,6,3.4,54.1
5,8,7,3.7,24.1
9,13,5,7.6,10.0
8,8,8,7.4,10.0
4,1,8,7.5,38.9
11,9,2,2.4,12.0
9,4,5,0.2,38.6
3,13,6,7.8,10.0
2,14,8,0.5,10.0
11,4,4,7.5,16.1
1,12,8,4.0,17.0
9,12,7,4.6,10.0
8,5,8,0.7,24.0
8,12,9,7.4,10.0
7,10,3,1.2,24.9
11,1,3,7.1,33.0
3,6,1,1.5,59.1
9,13,0,1.5,12.7
3,9,1,1.2,47.6
3,0,9,1.3,60.5
5,9,2,5.4,24.8
3,3,8,0.0,50.8
8,7,3,6.4,21.7
5,12,5,5.8,10.0
9,3,3,3.3,39.7
10,11,6,6.7,10.0
0,0,3,5.6,76.1
1,11,0,7.8,33.8
3,2,3,5.3,59.8
2,7,7,5.0,36.1
7,6,1,0.8,44.0
2,5,7,7.1,37.7
10,6,3,5.0,23.1
1,11,0,3.8,46.2
4,12,1,0.1,36.6
8,13,6,4.0,10.0
3,8,2,4.7,37.8
2,2,4,5.7,59.9
9,10,1,1.4,25.1
9,13,5,0.8,10.0
7,7,3,4.6,27.8
8,0,8,6.7,29.5
5,3,2,5.1,54.2
2,9,6,6.1,24.3
8,12,8,2.9,10.0
4,7,9,1.6,25.1
9,11,0,2.1,16.4
8,4,6,1.7,31.0
6,12,1,7.3,10.1
2,11,1,7.4,25.5
4,7,4,4.6,32.5
2,6,9,5.1,31.6
0,3,7,7.1,48.1
1,7,8,2.5,38.6
10,2,1,2.1,47.4
8,0,7,7.2,32.1
7,4,7,1.5,32.6
11,11,9,8.0,10.0
0,14,2,6.4,22.6
0,10,9,7.1,14.9
11,5,9,2.1,10.9
2,6,0,6.8,49.4
2,14,6,2.9,10.0
0,0,6,3.4,76.0
11,3,7,5.2,14.9
9,5,7,7.7,10.0
0,6,0,4.3,63.7
9,6,0,4.8,31.5
2,1,9,7.2,42.7
0,2,0,1.8,87.1
8,10,5,3.8,10.0
11,12,5,7.0,10.0
3,4,6,6.6,40.3
4,2,2,0.5,70.0
11,5,4,0.5,25.8
1,3,2,6.9,59.0
6,8,6,2.1,26.1
3,5,1,2.8,61.2
3,9,1,5.4,38.1
7,3,8,5.3,25.8
6,6,2,5.6,36.7
8,9,5,0.7,17.5
3,2,6,4.8,54.1
8,12,4,3.8,10.0
9,3,2,6.4,33.3
4,9,0,1.2,49.5
8,14,3,5.6,10.0
4,4,8,6.1,31.7
7,11,6,7.9,10.0
5,8,3,4.9,27.9
7,1,6,2.1,47.8
5,7,3,6.8,30.1
11,3,4,6.4,18.1
10,7,5,0.3,21.8
2,4,7,6.1,42.6
10,10,2,5.5,10.0
5,14,5,1.9,10.0
2,8,5,4.7,36.4
11,5,1,4.2,27.7
9,12,9,2.1,10.0
1,13,1,3.7,31.6
7,1,0,1.6,69.5
6,13,2,1.3,17.0
4,1,4,7.5,50.5
6,7,4,4.6,25.9
11,14,1,6.5,10.0
5,3,0,2.7,61.9
4,13,9,2.7,10.0
9,9,1,4.0,17.6
5,7,7,6.8,14.9
10,8,3,7.6,10.0
0,13,5,0.4,30.9
3,11,5,3.7,20.5
10,3,9,7.0,10.0
4,12,5,4.4,11.8
8,9,8,3.6,10.0
10,4,2,1.2,38.9
1,0,8,3.5,68.2
7,9,9,5.9,10.0
11,13,5,5.4,10.0
5,13,1,3.5,18.8
1,7,8,6.1,31.0
6,9,1,4.8,24.7
2,14,2,2.2,27.8
8,5,8,1.1,26.1
5,5,5,5.3,31.1
0,1,9,1.4,63.2
2,3,6,1.7,56.5
0,5,9,2.2,50.7
11,14,2,7.6,10.0
2,2,2,5.4,67.4
10,10,5,7.4,10.0
0,9,3,2.0,48.7
9,0,4,4.9,41.7
6,4,2,5.4,43.4
11,3,5,7.6,16.7
1,5,6,3.7,50.5
5,10,4,5.1,17.6
10,5,2,7.0,20.6
8,4,5,1.1,36.7
4,8,9,7.3,10.0
2,1,0,2.6,84.8
3,7,7,3.4,31.6
2,3,5,4.0,55.2
3,0,2,5.7,73.9
4,2,9,1.3,47.4
7,1,5,5.5,42.8
3,12,9,0.8,11.1
7,13,6,3.1,10.0
3,9,1,4.9,38.3
0,2,5,1.1,74.8
2,11,5,5.3,20.3
7,12,4,7.6,10.0
2,0,6,7.7,54.2
4,14,1,4.7,18.2
7,13,5,4.2,10.0
1,2,7,3.5,53.6
11,10,5,3.6,10.0
3,12,3,4.5,18.8
5,9,5,3.5,23.7
7,11,4,3.4,10.0
3,9,1,2.3,45.1
2,6,0,5.4,55.2
0,4,8,7.0,42.3
6,6,1,0.3,53.8
9,4,7,7.7,11.1
11,2,2,5.8,33.1
6,6,3,0.1,46.1
7,11,3,0.8,24.5
1,2,5,7.5,51.5
1,2,0,5.4,70.5
8,7,4,0.5,35.9
8,7,4,2.7,25.0
10,10,0,7.1,10.0
5,5,2,6.8,35.8
4,7,1,1.5,52.6
0,0,9,3.4,61.7
3,13,7,6.0,10.0
4,14,2,5.5,10.4
9,2,8,0.8,32.4
2,11,4,4.8,24.1
4,1,9,0.2,54.4
6,12,0,2.9,23.2
7,5,0,4.1,42.9
8,6,7,0.3,26.3
1,10,9,6.8,11.9
7,4,7,3.3,27.7
7,2,8,3.2,35.2
7,0,4,0.9,62.2
8,0,8,3.8,37.1
1,2,9,0.7,57.3
0,12,6,1.2,28.6
9,2,9,6.7,15.4
11,1,4,5.5,28.7
6,2,3,4.8,49.7
11,4,4,4.1,24.3
10,10,5,3.8,10.0
1,4,2,7.6,57.4
6,10,4,7.9,10.0
10,10,4,3.1,10.0
8,0,6,0.1,50.8
7,11,2,7.3,10.0
10,2,3,2.6,40.7
6,4,7,7.4,24.6
7,3,6,4.3,32.5
4,11,9,7.7,10.0
0,1,9,4.1,59.4
10,9,1,3.4,18.9
7,10,2,7.4,12.4
4,4,5,5.8,37.3
0,2,4,6.7,61.6
9,4,4,0.6,38.8
10,13,8,4.9,10.0
8,11,7,5.3,10.0
10,0,9,1.1,31.9
1,10,3,2.4,40.1
1,11,5,7.1,18.0
0,10,5,1.8,41.3
